Price,Close,High,Low,Open,Volume
Ticker,TLSA,TLSA,TLSA,TLSA,TLSA
Date,,,,,
2018-11-20,1.6706680059432983,2.1008400917053223,1.6706680059432983,2.1008400917053223,87465
2018-11-21,2.1188480854034424,2.434973955154419,1.8387349843978882,1.8387349843978882,38984
2018-11-23,1.9607839584350586,2.2008800506591797,1.9587839841842651,2.2008800506591797,14994
2018-11-26,1.676671028137207,1.940775990486145,1.5526210069656372,1.940775990486145,24990
2018-11-27,1.7927169799804688,1.800719976425171,1.7006800174713135,1.7607040405273438,21991
2018-11-28,1.7947180271148682,1.8707480430603027,1.7947180271148682,1.8687469959259033,14494
2018-11-29,1.6266510486602783,1.8267309665679932,1.4005600214004517,1.808722972869873,57477
2018-11-30,1.570628046989441,1.570628046989441,1.5606240034103394,1.5606240034103394,16993
2018-12-03,1.688675045967102,1.698678970336914,1.5406160354614258,1.5406160354614258,16993
2018-12-04,1.6206480264663696,1.686674952507019,1.5186070203781128,1.686674952507019,2999
2018-12-06,1.624650001525879,1.6506600379943848,1.3225289583206177,1.3225289583206177,90964
2018-12-07,1.600640058517456,1.6506600379943848,1.5526210069656372,1.5526210069656372,11995
2018-12-10,1.3985589742660522,1.600640058517456,1.3985589742660522,1.5986390113830566,14494
2018-12-11,1.5986390113830566,1.5986390113830566,1.580631971359253,1.5986390113830566,21491
2018-12-12,1.6206480264663696,1.6206480264663696,1.600640058517456,1.600640058517456,6497
2018-12-13,1.7707079648971558,1.7767109870910645,1.600640058517456,1.600640058517456,13495
2018-12-14,1.600640058517456,1.7306920289993286,1.600640058517456,1.712684988975525,69972
2018-12-17,1.4765909910202026,1.7607040405273438,1.4765909910202026,1.7607040405273438,14994
2018-12-18,1.6706680059432983,1.698678970336914,1.356542944908142,1.460584044456482,59976
2018-12-19,1.600640058517456,1.6746699810028076,1.600640058517456,1.6746699810028076,16493
2018-12-20,1.5646259784698486,1.6746699810028076,1.5646259784698486,1.600640058517456,27989
2018-12-21,1.438575029373169,1.438575029373169,1.438575029373169,1.438575029373169,4998
2018-12-24,1.460584044456482,1.6206480264663696,1.460584044456482,1.6206480264663696,3499
2018-12-26,1.460584044456482,1.460584044456482,1.460584044456482,1.460584044456482,500
2018-12-27,1.4625849723815918,1.500599980354309,1.3445379734039307,1.3445379734039307,12995
2018-12-28,1.3405359983444214,1.3545420169830322,1.126451015472412,1.3405359983444214,15494
2018-12-31,1.490596055984497,1.490596055984497,1.490596055984497,1.490596055984497,1499
2019-01-02,1.4205679893493652,1.4205679893493652,1.360543966293335,1.360543966293335,1499
2019-01-03,1.4205679893493652,1.4205679893493652,1.4205679893493652,1.4205679893493652,0
2019-01-04,1.4005600214004517,1.404561996459961,1.4005600214004517,1.404561996459961,5998
2019-01-07,1.350540041923523,1.350540041923523,1.350540041923523,1.350540041923523,1499
2019-01-08,1.4005600214004517,1.4885950088500977,1.350540041923523,1.350540041923523,18493
2019-01-09,1.3985589742660522,1.3985589742660522,1.3985589742660522,1.3985589742660522,3998
2019-01-10,1.3985589742660522,1.3985589742660522,1.3985589742660522,1.3985589742660522,0
2019-01-11,1.32853102684021,1.4585829973220825,1.32853102684021,1.32853102684021,2499
2019-01-14,1.32853102684021,1.32853102684021,1.32853102684021,1.32853102684021,0
2019-01-15,1.32853102684021,1.32853102684021,1.32853102684021,1.32853102684021,1000
2019-01-16,1.32853102684021,1.32853102684021,1.32853102684021,1.32853102684021,0
2019-01-17,1.3065229654312134,1.4465789794921875,1.3065229654312134,1.4465789794921875,2499
2019-01-18,1.39055597782135,1.39055597782135,1.39055597782135,1.39055597782135,1000
2019-01-22,1.2665070295333862,1.2665070295333862,1.2665070295333862,1.2665070295333862,500
2019-01-23,1.1124449968338013,1.270508050918579,1.0324130058288574,1.270508050918579,12495
2019-01-24,1.1884750127792358,1.1884750127792358,1.1884750127792358,1.1884750127792358,1000
2019-01-25,1.350540041923523,1.3945579528808594,1.3005199432373047,1.3005199432373047,47981
2019-01-28,1.4005600214004517,1.4005600214004517,1.350540041923523,1.350540041923523,41983
2019-01-29,1.3005199432373047,1.4005600214004517,1.3005199432373047,1.4005600214004517,24490
2019-01-30,1.3005199432373047,1.3005199432373047,1.3005199432373047,1.3005199432373047,500
2019-01-31,1.350540041923523,1.350540041923523,1.350540041923523,1.350540041923523,1499
2019-02-01,1.350540041923523,1.350540041923523,1.350540041923523,1.350540041923523,500
2019-02-04,1.350540041923523,1.350540041923523,1.350540041923523,1.350540041923523,500
2019-02-05,1.350540041923523,1.350540041923523,1.350540041923523,1.350540041923523,500
2019-02-06,1.3105239868164062,1.3105239868164062,1.3105239868164062,1.3105239868164062,1499
2019-02-07,1.3005199432373047,1.3105239868164062,1.3005199432373047,1.3085230588912964,14994
2019-02-08,1.3005199432373047,1.3005199432373047,1.3005199432373047,1.3005199432373047,500
2019-02-11,1.228490948677063,1.228490948677063,1.228490948677063,1.228490948677063,500
2019-02-12,1.2004799842834473,1.2304919958114624,1.2004799842834473,1.2304919958114624,11995
2019-02-13,1.140455961227417,1.2024810314178467,1.1344540119171143,1.2024810314178467,24990
2019-02-14,1.1904759407043457,1.1904759407043457,1.042417049407959,1.1704679727554321,12495
2019-02-15,1.2104840278625488,1.2104840278625488,1.2104840278625488,1.2104840278625488,4998
2019-02-19,1.1904759407043457,1.1904759407043457,1.1904759407043457,1.1904759407043457,500
2019-02-20,1.1904759407043457,1.1904759407043457,1.1904759407043457,1.1904759407043457,0
2019-02-21,1.1964789628982544,1.2965190410614014,1.0104039907455444,1.0224089622497559,23990
2019-02-22,1.1604640483856201,1.3005199432373047,1.1604640483856201,1.2004799842834473,2999
2019-02-25,1.16246497631073,1.16246497631073,1.1064430475234985,1.1064430475234985,2499
2019-02-26,1.1964789628982544,1.1964789628982544,1.1604640483856201,1.1604640483856201,2499
2019-02-27,1.1964789628982544,1.1964789628982544,1.1964789628982544,1.1964789628982544,500
2019-02-28,1.1964789628982544,1.1964789628982544,1.1964789628982544,1.1964789628982544,500
2019-03-01,1.0003999471664429,1.1364550590515137,1.0003999471664429,1.1364550590515137,20992
2019-03-04,1.0003999471664429,1.0003999471664429,1.0003999471664429,1.0003999471664429,1000
2019-03-05,1.0003999471664429,1.0003999471664429,1.0003999471664429,1.0003999471664429,500
2019-03-06,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,500
2019-03-07,1.1204479932785034,1.2324930429458618,1.1204479932785034,1.1204479932785034,1499
2019-03-08,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,500
2019-03-11,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,500
2019-03-12,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,500
2019-03-13,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,500
2019-03-14,1.1204479932785034,1.1204479932785034,1.1204479932785034,1.1204479932785034,0
2019-03-15,1.0604239702224731,1.0604239702224731,1.0604239702224731,1.0604239702224731,500
2019-03-18,1.0604239702224731,1.0604239702224731,1.0604239702224731,1.0604239702224731,500
2019-03-19,1.0003999471664429,1.0003999471664429,1.0003999471664429,1.0003999471664429,1499
2019-03-20,1.0003999471664429,1.0003999471664429,1.0003999471664429,1.0003999471664429,500
2019-03-21,1.16246497631073,1.2925169467926025,1.16246497631073,1.2925169467926025,4998
2019-03-22,1.16246497631073,1.16246497631073,1.16246497631073,1.16246497631073,500
2019-03-25,1.218487024307251,1.218487024307251,1.218487024307251,1.218487024307251,1000
2019-03-26,1.2004799842834473,1.2424969673156738,1.2004799842834473,1.2004799842834473,21991
2019-03-27,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,500
2019-03-28,1.184473991394043,1.184473991394043,1.184473991394043,1.184473991394043,500
2019-03-29,1.2104840278625488,1.5206079483032227,1.2104840278625488,1.250499963760376,18493
2019-04-01,1.1004400253295898,1.1004400253295898,1.0003999471664429,1.0044020414352417,7997
2019-04-02,1.1464589834213257,1.1464589834213257,1.1464589834213257,1.1464589834213257,5498
2019-04-03,1.3665469884872437,1.5746300220489502,1.3005199432373047,1.3005199432373047,18493
2019-04-04,1.5306119918823242,1.6086430549621582,1.2024810314178467,1.5846339464187622,78968
2019-04-05,1.4585829973220825,1.6046420335769653,1.4525810480117798,1.6046420335769653,13495
2019-04-08,1.4025609493255615,1.5926369428634644,1.4025609493255615,1.4585829973220825,22991
2019-04-09,1.4005600214004517,1.5306119918823242,1.34653902053833,1.5046019554138184,40984
2019-04-10,1.2825130224227905,1.4645860195159912,1.2244900465011597,1.3745499849319458,19492
2019-04-11,1.270508050918579,1.3005199432373047,1.0244100093841553,1.3005199432373047,10496
2019-04-12,1.2004799842834473,1.456583023071289,1.1024409532546997,1.1024409532546997,8996
2019-04-15,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,500
2019-04-16,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,1499
2019-04-17,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,2499
2019-04-18,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,500
2019-04-22,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,1000
2019-04-23,1.2004799842834473,1.2004799842834473,1.2004799842834473,1.2004799842834473,500
2019-04-24,1.3485389947891235,1.3785510063171387,1.250499963760376,1.250499963760376,7997
2019-04-25,1.906762957572937,1.9787919521331787,1.4105639457702637,1.4105639457702637,225910
2019-04-26,1.800719976425171,1.9167670011520386,1.6206480264663696,1.9007600545883179,89464
2019-04-29,1.548619031906128,1.9007600545883179,1.548619031906128,1.9007600545883179,52479
2019-04-30,1.6506600379943848,1.7887150049209595,1.5206079483032227,1.7847139835357666,34986
2019-05-01,1.7066830396652222,1.7486989498138428,1.5606240034103394,1.7486989498138428,9496
2019-05-02,1.6666669845581055,1.74269700050354,1.548619031906128,1.74269700050354,13994
2019-05-03,1.7747100591659546,1.7887150049209595,1.624650001525879,1.6806720495224,41483
2019-05-06,1.768707036972046,1.7807120084762573,1.600640058517456,1.6306519508361816,12995
2019-05-07,1.7386950254440308,1.7767109870910645,1.7386950254440308,1.7567030191421509,6497
2019-05-08,1.5726289749145508,1.7406959533691406,1.5726289749145508,1.6486589908599854,24490
2019-05-09,1.6346540451049805,1.688675045967102,1.55862295627594,1.688675045967102,5998
2019-05-10,1.6366549730300903,1.6366549730300903,1.5406160354614258,1.5406160354614258,5998
