Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.447413444519043,6.46217545956241,6.398307018236908,6.429939965077657,493729600
2010-01-05,6.458559036254883,6.495012355557433,6.42451550471913,6.465187058758854,601904800
2010-01-06,6.355824947357178,6.484164705807209,6.349196927098926,6.4585568479530195,552160000
2010-01-07,6.344076156616211,6.38685662106917,6.297982485832695,6.379324778342489,477131200
2010-01-08,6.386255264282227,6.386858214085341,6.298286134935385,6.335642475238813,447610800
2010-01-11,6.329917907714844,6.41698360184954,6.279907273249689,6.410958127279132,462229600
2010-01-12,6.257913589477539,6.31967389243089,6.218749215864552,6.302199615901173,594459600
2010-01-13,6.346185207366943,6.354620871399993,6.148856152786487,6.262433930109585,605892000
2010-01-14,6.309431076049805,6.3404618667800134,6.297079255842104,6.3299176888809425,432894000
2010-01-15,6.203988075256348,6.374806663969704,6.202180432834918,6.354621323597082,594067600
2010-01-19,6.47844123840332,6.48296034391599,6.243453785263195,6.2762914119515205,730007600
2010-01-20,6.378723621368408,6.4938069781844,6.311540780542033,6.474525860051603,612152800
2010-01-21,6.268458843231201,6.4263230685152175,6.24255010550228,6.389267604400781,608154400
2010-01-22,5.957552433013916,6.251287520223154,5.9397780850866235,6.229596613293212,881767600
2010-01-25,6.117826461791992,6.166932477299635,6.031061627317849,6.1009555329285385,1065699600
2010-01-26,6.204290390014648,6.4383748938166665,6.103064810837715,6.204591663802105,1867110000
2010-01-27,6.262734889984131,6.344076380900434,6.011176563069235,6.231704099087753,1722568400
2010-01-28,6.0039496421813965,6.191036700932611,5.986175287577182,6.1738648940936125,1173502400
2010-01-29,5.786131381988525,6.091616130442723,5.731602039238601,6.057874274476477,1245952400
2010-02-01,5.866568565368652,5.904829521788327,5.763234097005507,5.795469579269456,749876400
2010-02-02,5.900611877441406,5.914470468440095,5.825898006708444,5.902118648262823,698342400
2010-02-03,6.002139568328857,6.031362720873122,5.857230107353946,5.879825237164845,615328000
2010-02-04,5.785832405090332,5.976232653080468,5.771371260168241,5.92682454573289,757652000
2010-02-05,5.888561248779297,5.904830030401066,5.749677275403778,5.8033031955396215,850306800
2010-02-08,5.8481926918029785,5.961469220035008,5.844577406431484,5.895491870943987,478270800
2010-02-09,5.910555362701416,5.950021022671276,5.8671727412085986,5.917484257669014,632886800
2010-02-10,5.87831974029541,5.922907861244431,5.852410997509434,5.901517018833727,370361600
2010-02-11,5.985269546508789,6.017806715347872,5.846385539710414,5.871089589587284,550345600
2010-02-12,6.036787033081055,6.074746731154206,5.889768622063707,5.96839908044259,655468800
2010-02-16,6.127767562866211,6.136504098619545,6.071129309510258,6.083782403671982,543737600
2010-02-17,6.1021599769592285,6.155182542319667,6.051245120918232,6.151567257708382,436396800
2010-02-18,6.113607406616211,6.142529280481181,6.05305259773653,6.074442226632647,422825200
2010-02-19,6.07564640045166,6.121740463477038,6.058775478635932,6.081371001917494,415469600
2010-02-22,6.037991046905518,6.100654789730092,6.000935576724882,6.095834811231823,390563600
2010-02-23,5.936764240264893,6.065405308896728,5.896093492924227,6.025336706788765,575094800
2010-02-24,6.045219421386719,6.068717962888491,5.960261454195742,5.972011127181164,460566400
2010-02-25,6.08558988571167,6.111498620800091,5.931642637056271,5.9464046468952,665126000
2010-02-26,6.164522647857666,6.181092302839909,6.085590931924994,6.097038932858372,507460800
2010-03-01,6.296176910400391,6.311541068174077,6.189528007180951,6.198565818030414,550093600
2010-03-02,6.291959285736084,6.35160988512565,6.258518298453384,6.324495647211105,566546400
2010-03-03,6.3064188957214355,6.322687678973279,6.264543451474793,6.294670023397767,372052800
2010-03-04,6.347991943359375,6.354318690480895,6.285328226192713,6.304911417136722,366041200
2010-03-05,6.59623908996582,6.61883422299481,6.4660916224898894,6.475431110398889,899620400
2010-03-08,6.600152969360352,6.630580404455992,6.575147656056865,6.628170617241097,429889600
2010-03-09,6.71885347366333,6.778504066823439,6.564303661064897,6.576956756245125,920259200
2010-03-10,6.773683071136475,6.7929645892540895,6.724275789898513,6.743255632060934,596218000
2010-03-11,6.793566703796387,6.793566703796387,6.7278910402892,6.745666190776078,405700400
2010-03-12,6.8267059326171875,6.860748653802182,6.801098070510687,6.849902800669491,416323600
2010-03-15,6.743557929992676,6.7935673640326355,6.635402659048095,6.789952883305829,493502800
2010-03-16,6.761935710906982,6.777902820379882,6.703490201519857,6.753801720384991,446908000
2010-03-17,6.751994609832764,6.8221894009452235,6.726387138790127,6.775493164068517,450956800
2010-03-18,6.767959117889404,6.778503295634211,6.706500486998951,6.751388661401456,342109600
2010-03-19,6.69565486907959,6.785733696062637,6.664925353281032,6.772176781517897,559445600
2010-03-22,6.770974159240723,6.8086329840338715,6.632391421655986,6.642032183775124,456419600
2010-03-23,6.879729747772217,6.892383245398671,6.751389542397509,6.7977848958918745,602431200
2010-03-24,6.910158157348633,6.935163477202838,6.854122042438086,6.8580390035541345,597780400
2010-03-25,6.828214168548584,6.958362035994131,6.816163216617675,6.956855264768057,542284400
2010-03-26,6.956251621246338,6.987884154719076,6.885453504697885,6.897504453336567,640875200
2010-03-29,7.001140117645264,7.045727827749394,6.9779432458211295,7.019518218454084,540744400
2010-03-30,7.105377674102783,7.154484887488106,7.05717468409844,7.127972800527657,527310000
2010-03-31,7.079771041870117,7.12827571626068,7.063503062875093,7.094533858729858,430659600
2010-04-01,7.108993053436279,7.192142186603745,7.011985329172963,7.152375664571468,603145200
2010-04-05,7.1849141120910645,7.185516659671767,7.072842675488656,7.079169827320729,684507600
2010-04-06,7.216546535491943,7.237634893651804,7.140024611461879,7.176176657213995,447017200
2010-04-07,7.24847936630249,7.288246689492403,7.190033074060597,7.216846030626449,628502000
2010-04-08,7.228895664215088,7.27679696621059,7.171353605751864,7.24365767032179,572989200
2010-04-09,7.284329891204834,7.287343432684855,7.244261695664152,7.273484842434903,334182800
2010-04-12,7.299394130706787,7.322892676707229,7.284932991956224,7.296682264956445,333026400
2010-04-13,7.30361270904541,7.314760241433711,7.263845373507352,7.286441309837192,306210800
2010-04-14,7.401825904846191,7.405441190081557,7.353021163107433,7.389474082526695,404076400
2010-04-15,7.499134540557861,7.502448149443977,7.396402206987881,7.404536195685991,376784800
2010-04-16,7.453342914581299,7.566016897083492,7.367481896785646,7.488590740822436,750545600
2010-04-19,7.443399906158447,7.468103547563454,7.283728047043323,7.442194811237752,566924400
2010-04-20,7.368686676025391,7.5090770363383115,7.319580257740098,7.487687000694203,738326400
2010-04-21,7.809441089630127,7.840471889742071,7.704298541396107,7.796787589644106,982391200
2010-04-22,8.027854919433594,8.036290581411935,7.718453727000297,7.779912745516342,793424800
2010-04-23,8.159208297729492,8.199879039128604,8.043823290235338,8.073648178807034,796955600
2010-04-26,8.119139671325684,8.208314265305832,8.079673222317826,8.190841196705765,479068800
2010-04-27,7.894397735595703,8.069132519152465,7.8486057264356095,8.051960314600072,709343600
2010-04-28,7.88114070892334,7.953443991937929,7.724783260521649,7.930849668509825,758402400
2010-04-29,8.093234062194824,8.134205688673735,7.893493964115195,7.9239214101845405,558840800
2010-04-30,7.865776538848877,8.151376813588419,7.8630654773338735,8.113417125562606,542463600
2010-05-03,8.024242401123047,8.070336882012873,7.919702422464947,7.948624702072454,454342000
2010-05-04,7.7931694984436035,7.932053858840096,7.735025685374767,7.920003715279881,723819600
2010-05-05,7.71212911605835,7.776901756960516,7.493409229562226,7.622954511366559,883103200
2010-05-06,7.418695449829102,7.7802150371639724,6.0027408500864015,7.647055280931389,1285860800
2010-05-07,7.1056809425354,7.428338362646166,6.784831969796635,7.342176464367405,1676018400
2010-05-10,7.65187931060791,7.67176338619185,7.487387798579773,7.539206100177392,984306400
2010-05-11,7.728096961975098,7.829623385707071,7.5467342125013825,7.587103280346792,848906800
2010-05-12,7.895902156829834,7.927233818576712,7.793773183556162,7.810040355153041,654379600
2010-05-13,7.783530235290527,7.983571163517165,7.724481389175063,7.929945244496214,599712400
2010-05-14,7.646757125854492,7.726894357237564,7.516610046668092,7.687127015381825,759362800
2010-05-17,7.658806324005127,7.717855177818806,7.462681526432177,7.673267464809131,762834800
2010-05-18,7.602766990661621,7.7892509290533996,7.53950033757986,7.741952179397455,782678400
2010-05-19,7.481662750244141,7.619642942965699,7.376521001915231,7.516609709157935,1025726800
2010-05-20,7.162920951843262,7.346392230231454,7.1162239255718065,7.287041707203514,1282915200
2010-05-21,7.300298690795898,7.36597475671184,6.969808238347245,7.014094271109437,1223891200
2010-05-24,7.434058666229248,7.55878355442929,7.418995786929341,7.449724897349008,754238800
2010-05-25,7.387667655944824,7.434062215163378,7.144846588952262,7.210823544184375,1048006400
2010-05-26,7.354224681854248,7.5958413929096364,7.343378827286475,7.534081483324818,850654000
2010-05-27,7.632596969604492,7.648865755270658,7.50486009262202,7.54974868340412,666282400
2010-05-28,7.738942623138428,7.814861994455536,7.632595007207469,7.814561122958985,815614800
2010-06-01,7.857943058013916,8.011890317014029,7.801606076080032,7.823598656575655,876472800
2010-06-02,7.951937675476074,7.977544732537388,7.8428782081445085,7.969711616562206,688548000
2010-06-03,7.926934242248535,8.000141755445346,7.845290259222875,7.988994223985602,650106800
2010-06-04,7.711225986480713,7.890177749997968,7.6711577882784265,7.779010562554852,758304400
2010-06-07,7.55999231338501,7.80733208723696,7.548242232115493,7.781423343065658,886942000
2010-06-08,7.51148796081543,7.646154534841631,7.400621614943478,7.62928320190768,1000770400
2010-06-09,7.326807975769043,7.588911258145913,7.305418750573189,7.57595608729613,854630000
2010-06-10,7.5470356941223145,7.561194352808271,7.296682452131079,7.376217108360954,776356000
